ProbeName	P-value	Absolute Fold change([T] vs [N])	Regulation([T] vs [N])	type	seqname	GeneSymbol	source	RNAlength	chrom	strand
ASHG19A3A015496	3.09685E-08	2.601640101	up	noncoding	NR_026752	CROCCL1	RefSeq_NR	1765	chr1	-
ASHG19A3A052017	4.84082E-09	2.340123819	up	noncoding	ENST00000489027	RP11-64K12.1	Ensembl	564	chr15	-
ASHG19A3A027219	1.19963E-08	2.329881802	up	noncoding	ENST00000461022	AC010468.1	Ensembl	817	chr5	-
ASHG19A3A025261	1.09853E-08	2.437088429	up	noncoding	ENST00000442655	RP11-747H12.5	Ensembl	781	chr4	+
ASHG19A3A051363	2.5726E-09	4.094772311	up	noncoding	ENST00000470966	RP11-671J11.1	Ensembl	469	chr14	+
ASHG19A3A019094	9.34675E-05	2.242911299	up	noncoding	ENST00000428205	AF241725.4	Ensembl	609	chr21	+
ASHG19A3A045717	6.62951E-08	2.797226297	up	noncoding	ENST00000475768	AP000797.1	Ensembl	606	chr11	-
ASHG19A3A035086	3.37156E-05	3.134918492	up	noncoding	ENST00000447612	AC008264.4	Ensembl	367	chr7	+
ASHG19A3A012956	3.51999E-08	9.88130029	up	noncoding	ENST00000492641	CTC-471J1.1	Ensembl	294	chr19	+
ASHG19A3A047491	8.43806E-06	2.661850476	up	noncoding	ENST00000417407	RP5-831K15.1	Ensembl	739	chr1	-
ASHG19A3A035619	2.33175E-08	3.629392403	up	noncoding	ENST00000493797	RP11-34P13.14	Ensembl	323	chr1	-
ASHG19A3A025546	2.35875E-06	2.718965238	up	noncoding	ENST00000470544	RPL7AP31	Ensembl	798	chr4	+
ASHG19A3A032876	0.001550897	2.418216065	up	noncoding	ENST00000414328	RP11-110J1.3	Ensembl	1446	chr1	+
CUST_747_PI426073487	2.42256E-07	5.845380424	up	noncoding	uc.268-	uc.268	UCR	251	chr9	-
ASHG19A3A028558	3.53101E-05	2.094377659	up	noncoding	ENST00000512165	CH17-12M21.1	Ensembl	1089	chr5	+
ASHG19A3A042560	3.0622E-05	3.135371167	up	noncoding	uc001iuc.2	BC043365	UCSC_knowngene	2078	chr10	-
ASHG19A3A034687	6.05436E-06	2.349883683	up	noncoding	ENST00000414693	RP11-335G20.1	Ensembl	480	chr1	-
ASHG19A3A029037	0.004570348	2.409361726	up	noncoding	ENST00000398410	CTB-13H5.1	Ensembl	822	chr5	+
ASHG19A3A024952	0.00022367	2.064943918	up	noncoding	uc003irl.2	CR614646	UCSC_knowngene	587	chr4	-
ASHG19A3A030118	2.19334E-08	10.11053723	up	noncoding	ENST00000404509	RP1-257B21.1	Ensembl	288	chr6	-
ASHG19A3A017769	0.001031335	2.027713333	up	noncoding	ENST00000433229	SNAP23P	Ensembl	246	chr20	-
ASHG19A3A042693	1.38302E-08	5.041711643	up	noncoding	ENST00000455650	RP11-445N18.3	Ensembl	396	chr10	-
ASHG19A3A018323	3.14974E-06	2.16731323	up	noncoding	ENST00000439970	RPL12P11	Ensembl	501	chr20	+
ASHG19A3A050028	1.6083E-08	4.061995365	up	noncoding	uc001utu.2	EEF1DP3	UCSC_knowngene	1367	chr13	+
ASHG19A3A029624	5.48196E-07	4.889250669	up	noncoding	ENST00000445436	SUMO2P	Ensembl	284	chr6	-
ASHG19A3A018171	3.32372E-06	3.609401699	up	noncoding	NR_003579	FRG1B	RefSeq_NR	978	chr20	+
ASHG19A3A049939	1.31817E-05	2.678851546	up	noncoding	ENST00000515722	AL157931.2	Ensembl	2769	chr13	+
ASHG19A3A043755	0.000554763	2.176117172	up	noncoding	ENST00000497342	RP11-192N10.2	Ensembl	240	chr10	+
ASHG19A3A053894	1.84009E-08	4.252251222	up	noncoding	ENST00000494583	RP11-529K1.1	Ensembl	239	chr16	-
ASHG19A3A025490	3.54034E-10	2.785324468	up	noncoding	ENST00000487352	RP11-100N21.1	Ensembl	616	chr4	+
ASHG19A3A014329	6.88937E-07	2.865385975	up	noncoding	NR_015434	LOC148413	RefSeq_NR	1766	chr1	+
ASHG19A3A017599	5.17017E-05	2.254405641	up	noncoding	ENST00000433764	RP4-614O4.5	Ensembl	569	chr20	-
ASHG19A3A040997	3.14362E-08	3.569149255	up	noncoding	NR_003933	LOC347376	RefSeq_NR	460	chrX	+
ASHG19A3A043360	3.77791E-07	4.167947273	up	noncoding	uc001aia.1	AK309762	UCSC_knowngene	3841	chr1	-
ASHG19A3A030358	7.50616E-06	2.640415282	up	noncoding	ENST00000447543	RP11-249L21.4	Ensembl	259	chr6	-
ASHG19A3A042595	1.71836E-06	3.090046425	up	noncoding	ENST00000446897	RP11-241I20.3	Ensembl	772	chr10	-
ASHG19A3A024433	3.99926E-05	2.523499324	up	noncoding	ENST00000445131	RP5-1017O19.1	Ensembl	604	chr1	+
CUST_128_PI426075208	6.71465E-06	2.010591928	up	noncoding	nc-HOXC5-254+	nc-HOXC5-254	HOX cluster	128	chr12	-
ASHG19A3A025374	7.46787E-06	3.033007699	up	noncoding	uc003gsd.2	pKBF-2	UCSC_knowngene	1927	chr4	+
ASHG19A3A054605	1.0552E-07	3.105343653	up	noncoding	ENST00000440329	RP11-403P14.1	Ensembl	313	chr1	-
ASHG19A3A032793	1.00338E-06	2.39926234	up	noncoding	ENST00000429312	AC006024.3	Ensembl	1336	chr7	-
ASHG19A3A023129	8.11589E-09	2.525906844	up	noncoding	ENST00000483907	RP11-379B18.2	Ensembl	780	chr3	+
ASHG19A3A012268	4.85841E-11	4.187766839	up	noncoding	ENST00000449839	CTD-3105H18.12	Ensembl	135	chr19	+
ASHG19A3A008874	2.08054E-07	3.471781083	up	noncoding	ENST00000392009	RP4-635A23.2	Ensembl	896	chr1	-
ASHG19A3A022386	9.75759E-07	4.092890302	up	noncoding	ENST00000368528	AC098614.2	Ensembl	745	chr3	+
ASHG19A3A031822	1.87588E-06	2.498096358	up	noncoding	ENST00000405796	RP1-131H7.2	Ensembl	1332	chr6	+
ASHG19A3A022172	7.13987E-08	2.283473584	up	noncoding	ENST00000452862	AC144530.1	Ensembl	555	chr3	-
ASHG19A3A019856	3.7769E-06	3.290540868	up	noncoding	uc003bam.1	BC008357	UCSC_knowngene	1626	chr22	-
ASHG19A3A014288	5.49589E-08	3.187524962	up	noncoding	ENST00000393071	AC013474.3	Ensembl	732	chr2	-
ASHG19A3A034599	2.3903E-06	4.357561583	up	noncoding	NR_023383	PMS2L11	RefSeq_NR	1782	chr7	+
ASHG19A3A033915	8.00565E-09	3.257006502	up	noncoding	ENST00000440855	AC006483.8	Ensembl	1497	chr7	+
ASHG19A3A035140	8.66968E-06	3.952891401	up	noncoding	ENST00000435250	AC024082.3	Ensembl	699	chr7	+
ASHG19A3A000085	0.008188415	2.015428953	up	noncoding	ENST00000406724	RP1-152L7.5	Ensembl	436	chr6	+
ASHG19A3A044926	5.6608E-06	2.53821003	up	noncoding	NR_028491	TMEM41B	RefSeq_NR	1625	chr11	-
ASHG19A3A030012	2.68742E-10	3.841449621	up	noncoding	ENST00000425761	RP4-753D5.4	Ensembl	545	chr6	-
ASHG19A3A009845	1.11332E-08	2.503894425	up	noncoding	ENST00000392739	RP11-557B23.1	Ensembl	537	chr17	+
ASHG19A3A012152	2.74821E-09	3.831775843	up	noncoding	ENST00000450202	RP5-915N17.3	Ensembl	454	chr1	-
ASHG19A3A009251	1.3651E-05	3.216659394	up	noncoding	uc010cqz.2	AK310665	UCSC_knowngene	1233	chr17	+
ASHG19A3A027024	2.36856E-06	3.046284841	up	noncoding	ENST00000477681	CTD-2015H6.2	Ensembl	438	chr5	-
ASHG19A3A031368	4.66795E-08	2.492262575	up	noncoding	ENST00000431574	MYL8P	Ensembl	518	chr6	+
ASHG19A3A031215	5.73696E-05	2.149198069	up	noncoding	ENST00000429037	HLA-90	Ensembl	1095	chr6	+
ASHG19A3A037436	2.26142E-06	8.306738663	up	noncoding	ENST00000461676	RP11-475I24.4	Ensembl	456	chr9	-
ASHG19A3A025907	3.77733E-06	5.011007117	up	noncoding	ENST00000491760	RP11-255I10.1	Ensembl	320	chr4	+
ASHG19A3A018480	2.00383E-06	2.527136783	up	noncoding	ENST00000398541	RPS4L	Ensembl	413	chr20	+
ASHG19A3A047759	1.40335E-08	3.014755244	up	noncoding	ENST00000493820	RP11-274J7.1	Ensembl	303	chr12	-
ASHG19A3A013935	0.000133464	2.246494526	up	noncoding	ENST00000419682	AC093162.3	Ensembl	124	chr2	-
ASHG19A3A036768	2.6935E-05	2.950297829	up	noncoding	ENST00000465034	KB-1554H10.1	Ensembl	731	chr8	+
CUST_152_PI426073487	2.48733E-09	6.013117848	up	noncoding	uc.154+	uc.154	UCR	203	chr5	+
ASHG19A3L0002851	2.67928E-09	4.148079545	up	noncoding	AK125219	lincRNA-HAUS7	lincRNA	2124	chrX	-
ASHG19A3A039924	4.57277E-05	2.515584561	up	noncoding	NR_024449	IQSEC2	RefSeq_NR	971	chrX	-
ASHG19A3A020767	5.07437E-06	2.571217856	up	noncoding	ENST00000456186	RP11-584M7.3	Ensembl	273	chr3	-
ASHG19A3A042825	6.8496E-08	3.995290612	up	noncoding	NR_024540	WASH7P	RefSeq_NR	1786	chr1	-
ASHG19A3A041074	2.298E-06	3.156344127	up	noncoding	NR_015367	LOC550643	RefSeq_NR	722	chrX	+
ASHG19A3A018096	2.44818E-08	4.318617532	up	noncoding	NR_015432	LOC388789	RefSeq_NR	561	chr20	+
CUST_237_PI426073487	0.004209312	2.127905654	up	noncoding	uc.239+	uc.239	UCR	300	chr8	+
ASHG19A3A031189	4.04127E-06	2.491320918	up	noncoding	ENST00000396818	RPL13P	Ensembl	632	chr6	+
ASHG19A3A034501	0.007246848	3.940039428	up	noncoding	ENST00000432182	RP5-945F2.1	Ensembl	261	chr7	+
CUST_195_PI426075208	2.91685E-05	2.26178929	up	noncoding	nc-HOXD4-32+	nc-HOXD4-32	HOX cluster	118	chr2	-
ASHG19A3A016567	2.57619E-06	3.652647974	up	noncoding	uc002ufj.3	KLHL23	UCSC_knowngene	1863	chr2	+
ASHG19A3A010697	1.97871E-08	2.168180803	up	noncoding	ENST00000472161	RP11-795H16.1	Ensembl	790	chr18	+
ASHG19A3A023967	5.1768E-08	4.701834961	up	noncoding	ENST00000510061	AC006445.7	Ensembl	470	chr4	-
ASHG19A3A041660	9.08791E-10	3.119222284	up	noncoding	ENST00000498161	L29074.1	Ensembl	514	chrX	+
ASHG19A3A045038	6.01342E-08	16.67765418	up	noncoding	ENST00000440936	AC103796.1	Ensembl	1032	chr11	-
ASHG19A3A030199	1.91645E-05	2.315589415	up	noncoding	uc003pju.1	AK023685	UCSC_knowngene	2621	chr6	-
ASHG19A3A017005	1.84112E-09	3.194130964	up	noncoding	uc002vlk.1	CR625347	UCSC_knowngene	1598	chr2	+
ASHG19A3A025214	1.62336E-08	6.35642226	up	noncoding	ENST00000412491	RP11-323F5.1	Ensembl	567	chr4	+
ASHG19A3A013684	6.0662E-08	2.797189963	up	noncoding	ENST00000451515	AC010733.5	Ensembl	400	chr2	-
ASHG19A3A042072	2.06601E-07	2.83985342	up	noncoding	ENST00000416843	AC006987.5	Ensembl	406	chrY	+
ASHG19A3A039309	1.44423E-10	6.195066348	up	noncoding	ENST00000434250	RP11-247A12.1	Ensembl	241	chr9	+
ASHG19A3A036497	5.94038E-05	2.017893443	up	noncoding	ENST00000498256	RP11-200A24.1	Ensembl	554	chr8	+
ASHG19A3A028609	2.80419E-07	2.581554699	up	noncoding	NR_033425	TSLP	RefSeq_NR	2411	chr5	+
ASHG19A3L0002458	5.72484E-06	4.378327867	up	noncoding	EB388332	lincRNA-MYOC	lincRNA	699	chr1	+
ASHG19A3A046224	1.96909E-10	4.303909872	up	noncoding	ENST00000496450	RP11-159H22.1	Ensembl	279	chr11	+
ASHG19A3A018551	4.0424E-08	5.807404803	up	noncoding	ENST00000310055	RP11-344H11.4	Ensembl	497	chr1	+
ASHG19A3A034356	4.26269E-06	2.998109329	up	noncoding	ENST00000438311	RP11-613E4.1	Ensembl	288	chr7	+
ASHG19A3A015740	1.06261E-08	2.953722516	up	noncoding	ENST00000467568	AC007318.5	Ensembl	880	chr2	+
ASHG19A3A009980	8.49368E-12	2.775011339	up	noncoding	NR_003013	SCARNA16	RefSeq_NR	187	chr17	+
ASHG19A3A012976	2.51944E-08	3.129339028	up	noncoding	ENST00000459631	CTD-3141N22.1	Ensembl	156	chr19	+
ASHG19A3A044010	7.70758E-06	2.235585444	up	noncoding	ENST00000414123	RP11-444I9.2	Ensembl	891	chr10	+
ASHG19A3A047826	2.47502E-08	2.989941657	up	noncoding	ENST00000427342	AC078820.2	Ensembl	309	chr12	-
ASHG19A3A013405	2.76057E-08	8.320562905	up	noncoding	ENST00000418887	AC015977.5	Ensembl	292	chr2	-
ASHG19A3A043884	4.77056E-07	5.05118238	up	noncoding	ENST00000448647	RP11-38L15.6	Ensembl	708	chr10	+
ASHG19A3A034368	1.38233E-07	2.421061477	up	noncoding	ENST00000442064	RP4-725G10.3	Ensembl	389	chr7	+
ASHG19A3A027648	0.003580816	2.195222824	up	noncoding	ENST00000505218	CTB-67I13.1	Ensembl	1006	chr5	-
ASHG19A3A049352	2.08083E-06	2.782252199	up	noncoding	ENST00000414095	RP11-87C7.2	Ensembl	812	chr13	-
ASHG19A3A033358	0.000168504	2.192421944	up	noncoding	NR_002190	SUMO1P3	RefSeq_NR	1210	chr1	+
ASHG19A3A016131	4.66419E-05	2.780823257	up	noncoding	ENST00000417265	AC009963.4	Ensembl	157	chr2	+
ASHG19A3L0002638	3.85592E-07	6.384376561	up	noncoding	AK096322	lincRNA-FBRS	lincRNA	2890	chr16	+
ASHG19A3A030067	2.26025E-08	6.893007667	up	noncoding	ENST00000415663	RP3-445N2.1	Ensembl	330	chr6	-
ASHG19A3A032834	7.61026E-05	2.224559963	up	noncoding	ENST00000441699	FKBP9L	Ensembl	1491	chr7	-
ASHG19A3A025061	0.000346403	2.214073568	up	noncoding	ENST00000503948	RP11-162O12.2	Ensembl	512	chr4	-
ASHG19A3A045762	6.99054E-09	3.733085884	up	noncoding	ENST00000469465	RPL23AP64	Ensembl	435	chr11	-
ASHG19A3A010552	8.40263E-06	2.636069974	up	noncoding	ENST00000468051	RP11-786F14.1	Ensembl	388	chr18	+
ASHG19A3A042685	7.82878E-07	2.281174114	up	noncoding	ENST00000397509	RP11-256K7.1	Ensembl	573	chr10	-
ASHG19A3A033026	6.65984E-06	3.982282643	up	noncoding	ENST00000436228	AC004878.3	Ensembl	1219	chr7	-
ASHG19A3A023534	3.81618E-10	3.187663997	up	noncoding	ENST00000420943	RP11-263C16.2	Ensembl	193	chr3	+
ASHG19A3A053259	7.2429E-05	2.378660795	up	noncoding	ENST00000394218	AC116903.1	Ensembl	846	chr15	+
ASHG19A3A048492	4.76215E-09	5.297821638	up	noncoding	ENST00000484010	RP11-428G5.2	Ensembl	494	chr12	+
ASHG19A3A041277	0.000188384	3.862742463	up	noncoding	ENST00000446439	RP1-199L16.1	Ensembl	141	chrX	+
ASHG19A3A038823	1.50338E-08	3.2889903	up	noncoding	ENST00000338392	CHCHD9	Ensembl	755	chr9	+
ASHG19A3A031741	0.000141853	2.874946429	up	noncoding	ENST00000402607	RP11-474L11.3	Ensembl	379	chr6	+
ASHG19A3A021355	2.32511E-08	2.581598838	up	noncoding	ENST00000477747	RP11-454H13.1	Ensembl	402	chr3	-
ASHG19A3A040886	3.76459E-05	2.019864395	up	noncoding	ENST00000412542	RP6-105D16.1	Ensembl	878	chrX	+
ASHG19A3A039373	1.05014E-06	3.494446873	up	noncoding	ENST00000426171	RP11-415H23.4	Ensembl	157	chr9	+
ASHG19A3A014173	2.98045E-10	2.891449476	up	noncoding	ENST00000427719	AC010095.7	Ensembl	639	chr2	-
ASHG19A3A050920	1.62365E-07	2.598340437	up	noncoding	ENST00000477943	RP11-880O3.1	Ensembl	801	chr14	-
ASHG19A3A019152	1.70651E-05	2.298456804	up	noncoding	ENST00000458495	TPT1P	Ensembl	518	chr21	+
ASHG19A3A020095	8.04473E-07	2.599420813	up	noncoding	ENST00000424559	AC000089.3	Ensembl	798	chr22	+
ASHG19A3A023490	1.72106E-12	3.931297981	up	noncoding	ENST00000407723	RP11-440K22.1	Ensembl	495	chr3	+
ASHG19A3A052367	1.75676E-06	2.016262634	up	noncoding	uc002awb.1	AK056376	UCSC_knowngene	2173	chr15	-
ASHG19A3A035627	1.20427E-05	3.881787115	up	noncoding	uc003xew.2	BC034827	UCSC_knowngene	3168	chr8	-
ASHG19A3A012473	4.06388E-08	2.141185241	up	noncoding	NR_003662	RPSAP58	RefSeq_NR	1397	chr19	+
ASHG19A3A036529	2.2656E-07	3.117099613	up	noncoding	ENST00000477341	RP11-734J24.1	Ensembl	476	chr8	+
ASHG19A3A047481	9.09336E-09	2.577842581	up	noncoding	ENST00000486977	RP11-25I15.1	Ensembl	252	chr12	-
ASHG19A3A039201	5.4971E-06	2.536326919	up	noncoding	ENST00000419604	RP11-64P14.7	Ensembl	497	chr9	+
ASHG19A3A048831	1.13881E-08	2.163208622	up	noncoding	ENST00000431241	RP11-556K13.1	Ensembl	880	chr1	-
ASHG19A3A037272	9.21861E-09	2.792317838	up	noncoding	ENST00000372214	RP11-571F15.3	Ensembl	645	chr9	-
ASHG19A3A035133	2.99431E-09	2.897490705	up	noncoding	ENST00000456481	AC009245.3	Ensembl	862	chr7	+
ASHG19A3A035488	7.19794E-09	2.598908065	up	noncoding	ENST00000454799	AC130360.1	Ensembl	306	chr8	-
ASHG19A3A028076	2.48175E-09	3.679985887	up	noncoding	ENST00000477507	CTD-2186M15.1	Ensembl	416	chr5	+
ASHG19A3A015969	0.002132735	2.045410834	up	noncoding	ENST00000416474	AC127391.1	Ensembl	354	chr2	+
ASHG19A3A015043	1.95083E-09	3.366661174	up	noncoding	ENST00000448062	AC009302.4	Ensembl	470	chr2	-
ASHG19A3A034558	7.5508E-07	3.680123512	up	noncoding	uc003ubq.3	AL832384	UCSC_knowngene	4819	chr7	+
ASHG19A3A034647	6.86053E-06	2.850243442	up	noncoding	ENST00000446054	AC074183.2	Ensembl	403	chr7	+
ASHG19A3A035119	0.000207735	3.269147988	up	noncoding	ENST00000422772	AC093107.7	Ensembl	609	chr7	+
ASHG19A3A012330	7.52318E-07	4.65877665	up	noncoding	ENST00000455510	AD000091.1	Ensembl	468	chr19	+
ASHG19A3A022021	2.95896E-06	2.10105025	up	noncoding	ENST00000419025	EEF1A1P8	Ensembl	1388	chr3	-
ASHG19A3A043059	1.44973E-08	4.28586583	up	noncoding	ENST00000481963	RPL7AP8	Ensembl	804	chr10	-
ASHG19A3A035772	1.20985E-05	2.398049103	up	noncoding	ENST00000433609	AC060764.1	Ensembl	444	chr8	-
ASHG19A3A031492	0.000381802	3.350282739	up	noncoding	ENST00000445179	RP1-140J1.4	Ensembl	927	chr1	+
ASHG19A3A050809	0.00471528	2.247399341	up	noncoding	ENST00000488313	RP11-665C16.1	Ensembl	348	chr14	-
ASHG19A3A034980	1.89379E-06	2.259845298	up	noncoding	ENST00000473326	RPS26P31	Ensembl	348	chr7	+
ASHG19A3A046789	6.48495E-08	7.051509835	up	noncoding	ENST00000448852	AP002827.1	Ensembl	384	chr11	+
ASHG19A3A028121	0.001014448	2.942159595	up	noncoding	ENST00000437639	OFD1P17	Ensembl	3018	chr5	+
ASHG19A3A034269	8.34557E-09	2.769043082	up	noncoding	ENST00000487895	AC004453.8	Ensembl	408	chr7	+
ASHG19A3A016022	0.000855746	2.710427254	up	noncoding	uc010yvb.1	BC032409	UCSC_knowngene	2757	chr2	+
ASHG19A3A036564	0.003520533	2.153242401	up	noncoding	ENST00000479278	CTD-3080F16.1	Ensembl	138	chr8	+
ASHG19A3A021414	2.21395E-07	7.353097289	up	noncoding	ENST00000471123	RP11-572C15.3	Ensembl	1668	chr3	-
ASHG19A3A049297	1.48674E-09	6.648845866	up	noncoding	ENST00000464254	RP11-271B5.1	Ensembl	603	chr13	-
ASHG19A3A033955	3.28696E-09	4.147300757	up	noncoding	ENST00000458624	AC007009.1	Ensembl	429	chr7	+
ASHG19A3A014949	1.39074E-08	2.328504763	up	noncoding	ENST00000413068	AC013404.1	Ensembl	249	chr2	-
ASHG19A3A022334	1.29357E-10	3.54082146	up	noncoding	ENST00000449897	AC140076.1	Ensembl	361	chr3	+
ASHG19A3A035469	1.16163E-05	2.270177212	up	noncoding	ENST00000514593	GS1-24F4.1	Ensembl	375	chr8	-
ASHG19A3A045403	3.49535E-07	2.299223151	up	noncoding	ENST00000393967	AP001157.3	Ensembl	606	chr11	-
ASHG19A3A047842	1.22365E-07	2.445121632	up	noncoding	ENST00000492623	RP11-244J10.1	Ensembl	435	chr12	-
ASHG19A3A020264	1.21372E-07	4.512842431	up	noncoding	ENST00000395823	HMGB1L10	Ensembl	563	chr22	+
ASHG19A3A036445	2.8849E-09	4.009464413	up	noncoding	ENST00000498163	RP11-1149O23.1	Ensembl	452	chr8	+
ASHG19A3A035397	8.16447E-08	2.71207467	up	noncoding	ENST00000431047	AC005534.6	Ensembl	433	chr7	+
ASHG19A3A016801	2.76652E-05	2.116634099	up	noncoding	ENST00000429216	AC007272.2	Ensembl	963	chr2	+
ASHG19A3A029370	6.44235E-09	2.645618086	up	noncoding	uc001ekp.3	AL050141	UCSC_knowngene	709	chr1	+
ASHG19A3A041204	6.06739E-08	4.583851584	up	noncoding	ENST00000453468	RP11-311P8.1	Ensembl	483	chrX	+
ASHG19A3A020239	1.04426E-05	2.290503308	up	noncoding	ENST00000409926	AP000357.4	Ensembl	1165	chr22	+
ASHG19A3A012970	2.53725E-05	2.537295331	up	noncoding	ENST00000500436	AC010487.4	Ensembl	4327	chr19	+
ASHG19A3A051568	3.45686E-06	3.38309701	up	noncoding	uc001erc.3	AG10	UCSC_knowngene	3395	chr1	-
ASHG19A3A028140	0.005145781	2.480678606	up	noncoding	ENST00000507275	RP11-758E17.1	Ensembl	550	chr5	+
ASHG19A3A042597	2.58662E-10	3.359496064	up	noncoding	ENST00000405422	RP11-460H18.1	Ensembl	495	chr10	-
ASHG19A3A036461	3.07472E-08	7.087165208	up	noncoding	uc003xel.1	DKFZp451J181	UCSC_knowngene	806	chr8	+
ASHG19A3A021708	5.03527E-08	4.162134731	up	noncoding	ENST00000463605	RP11-88H10.1	Ensembl	483	chr3	-
ASHG19A3A008477	2.35677E-05	2.631571147	up	noncoding	uc010wkm.1	CR624169	UCSC_knowngene	416	chr17	-
ASHG19A3A022545	0.000808231	2.013599253	up	noncoding	NR_023353	EXOSC7	RefSeq_NR	1246	chr3	+
CUST_21_PI426075208	6.12626E-05	3.576635701	up	noncoding	nc-HOXA1-59+	nc-HOXA1-59	HOX cluster	1265	chr7	+
ASHG19A3A036320	1.17717E-08	2.509071123	up	noncoding	ENST00000498840	RP11-52B19.1	Ensembl	781	chr8	+
ASHG19A3A026313	7.35886E-06	2.103996056	up	noncoding	ENST00000415278	EEF1AL9	Ensembl	1389	chr1	+
ASHG19A3A013613	2.68756E-10	2.012882836	up	noncoding	ENST00000458482	AC073082.3	Ensembl	494	chr2	-
ASHG19A3A007931	0.000121466	2.949440257	up	noncoding	ENST00000478739	RP11-963H4.2	Ensembl	457	chr17	-
ASHG19A3A034837	9.62984E-07	3.873879952	up	noncoding	ENST00000471747	RP11-395B7.7	Ensembl	767	chr7	+
ASHG19A3A018079	1.68146E-09	4.656891921	up	noncoding	ENST00000457576	RPS27AP2	Ensembl	465	chr20	+
ASHG19A3A017691	8.31618E-08	3.061445032	up	noncoding	ENST00000412502	RPL37AP1	Ensembl	279	chr20	-
ASHG19A3A051102	2.74194E-08	2.643104257	up	noncoding	ENST00000490252	RP11-179A9.1	Ensembl	615	chr14	-
ASHG19A3A032913	1.79424E-09	3.080540707	up	noncoding	ENST00000416914	RP11-3N2.5	Ensembl	1523	chr7	-
ASHG19A3A032366	2.57014E-09	3.48768191	up	noncoding	ENST00000408017	XX-C2158C6.2	Ensembl	460	chr6	+
ASHG19A3A050601	1.08659E-05	3.578926759	up	noncoding	ENST00000425480	RP11-418J17.2	Ensembl	788	chr1	-
ASHG19A3A028734	3.39532E-06	2.931839215	up	noncoding	ENST00000505315	RP11-425E13.2	Ensembl	124	chr5	+
ASHG19A3A013472	8.61632E-06	5.45886518	up	noncoding	ENST00000404956	AL121652.3	Ensembl	846	chr2	-
ASHG19A3A018005	1.02413E-10	2.749709037	up	noncoding	ENST00000427242	RP4-681N20.1	Ensembl	528	chr20	+
ASHG19A3A052768	2.36828E-05	2.102009972	up	noncoding	uc001zlf.1	AL832909	UCSC_knowngene	2234	chr15	+
ASHG19A3A025918	1.30301E-08	3.082198263	up	noncoding	ENST00000512313	RP11-402J6.3	Ensembl	384	chr4	+
ASHG19A3A041396	4.1667E-12	4.165575808	up	noncoding	ENST00000466086	RP4-646B12.2	Ensembl	406	chr1	+
ASHG19A3A028898	5.88447E-07	5.599596996	up	noncoding	ENST00000514124	VTRNA1-1	Ensembl	302	chr5	+
ASHG19A3A034034	4.78742E-11	3.018582992	up	noncoding	NR_026673	RPL23P8	RefSeq_NR	523	chr7	+
ASHG19A3A030466	1.56647E-08	2.738855932	up	noncoding	ENST00000401679	RP11-129H15.1	Ensembl	198	chr6	-
ASHG19A3A029543	1.44242E-07	3.210742382	up	noncoding	ENST00000404612	H3F3AP1	Ensembl	417	chr6	-
ASHG19A3A027073	9.75406E-09	2.446970089	up	noncoding	ENST00000486625	CTD-2161E19.1	Ensembl	651	chr5	-
ASHG19A3A028457	3.16142E-06	2.515056773	up	noncoding	ENST00000399128	SHFM1P	Ensembl	213	chr5	+
ASHG19A3A014551	1.54198E-08	4.968813847	up	noncoding	uc002ubv.3	BC073897	UCSC_knowngene	618	chr2	-
ASHG19A3A033612	7.42231E-09	3.461337118	up	noncoding	ENST00000451614	RP11-365F18.1	Ensembl	275	chr7	-
ASHG19A3A000301	8.02159E-11	11.7734624	up	noncoding	ENST00000447469	REG1P	Ensembl	496	chr2	-
ASHG19A3A041195	2.98424E-05	3.057429417	up	noncoding	ENST00000425964	USMG5P1	Ensembl	177	chrX	+
ASHG19A3A012450	1.99454E-09	4.170202941	up	noncoding	ENST00000487216	CTD-3233P19.2	Ensembl	318	chr19	+
ASHG19A3A033563	0.000434769	2.008256575	up	noncoding	ENST00000431248	AC093106.5	Ensembl	507	chr7	-
ASHG19A3A025439	5.75889E-06	3.459454533	up	noncoding	ENST00000506347	RP11-333E13.1	Ensembl	593	chr4	+
ASHG19A3A030228	1.6666E-08	2.281630649	up	noncoding	ENST00000403775	RP1-263J7.1	Ensembl	720	chr6	-
ASHG19A3A052905	1.44272E-08	2.428629001	up	noncoding	ENST00000443885	AC025917.1	Ensembl	675	chr15	+
ASHG19A3A019632	1.08862E-05	3.484427072	up	noncoding	ENST00000422915	RP1-40G4P.1	Ensembl	578	chr22	-
ASHG19A3A019213	5.15263E-07	4.544221401	up	noncoding	ENST00000412073	MEMO1P1	Ensembl	1540	chr21	+
ASHG19A3A023987	1.07559E-05	3.856398625	up	noncoding	ENST00000487122	AC006427.1	Ensembl	248	chr4	-
ASHG19A3A042450	2.59597E-08	2.855229568	up	noncoding	ENST00000441148	RP11-730A19.2	Ensembl	775	chr10	-
ASHG19A3L0003545	3.87573E-07	2.44256423	up	noncoding	chr20:48363997-48385346+	lincRNA-SLC9A8	lincRNA	21350	chr20	+
ASHG19A3A025712	5.72711E-08	2.508764355	up	noncoding	ENST00000425640	RP5-924G13.2	Ensembl	886	chr1	+
ASHG19A3A050314	2.09219E-07	5.273626218	up	noncoding	ENST00000436565	DHX9P1	Ensembl	4345	chr13	+
ASHG19A3A019081	8.40043E-12	3.311065307	up	noncoding	ENST00000358455	PPIAL3	Ensembl	498	chr21	+
